id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
US20110273130A1,0110273130,20111110,20101007,APPARATUS AND METHOD FOR CHARGING AND DISCHARGING PHOTOVOLTAIC PCS INTEGRATED BATTERY,"",H01M10/46, Suwon KR  Incheon KR  Seoul KR  Gwangju KR  Bukjeju-gun KR  Suwon KR  Gwacheon KR  Yongin KR  Siheung KR ,N/A,"LEE Tae Won, OH Dong Seong, KIM Jin Wook, MOON Hee Sung,  KO Jeong Min, KIM Jong Soo, WON Chung Yuen, LEE Byoung Kuk, CHOE Gyu Yeong","","",Solar Inverter,""
US20090320826A1,0090320826,20091231,20080605,Mounting frame for supporting sheet-type solar panels,"",F24J2/38, Aholming DE ,N/A,Kufner Johann,"","",Solar Mounting/Rack,""
US20120102853A1,0120102853,20120503,20111005,MOUNT FOR PITCHED ROOF AND METHOD OF USE,"","E04D13/18, E04B1/38", US ,N/A,Rizzo Nathan,"","",Solar Mounting/Rack,""
US20130077372A1,0130077372,20130328,20110926,METHODS AND SYSTEMS FOR OPERATING A POWER CONVERTER,"",H02M7/537, Roanoke VA US  Daleville VA US  Wirtz VA US ,N/A,"Wagoner Robert Gregory, Smith David, Galbraith Anthony William","","",Solar Inverter,""
US20110277400A1,0110277400,20111117,20090526,ROOF MOUNTING SYSTEM FOR SOLAR MODULES,"",E04D13/18, Friesenried DE  Friesenried DE ,N/A,"Kosslinger Markus, Kosslinger Robert","","",Solar Mounting/Rack,""
US20120057520A1,0120057520,20120308,20110923,Renewable Energy Monitoring System,"",H04B7/14, Cambridge GB ,N/A,Mumtaz Asim,"","",Solar Monitoring,""
US20120124922A1,0120124922,20120524,20111116,SUPPORT SYSTEM FOR CARPORT WITH SOLAR PANELS,"","F24J2/52, E04H12/18, E04D13/18, B23P19/04", West Hartford CT US  Salem OH US  Campbell OH US  Boardman OH US  Hubbard OH US ,N/A,"Cusson Paul R., Greenamyer Michael G., Petro Bernard G., Kilar, JR. Thomas P., Voytilla Robert J.","","",Solar Mounting/Rack,""
US20100325976A1,0100325976,20101230,20100624,SOLAR SHINGLE SYSTEM,"","E04D13/18, E04D1/10", Coppell TX US  Plano TX US ,N/A,"Degenfelder Jeffrey G., Carstens David W.","","",Solar Mounting/Rack,""
US20120197557A1,0120197557,20120802,20120302,String Failure Monitoring,"","G01R31/02, G06F19/00", Kassel DE  Goettingen DE  Fuldatal DE  Baunatal DE  Kassel DE  Niestetal DE ,N/A,"Bettenwort Gerd, Klein Jens, Schaefer Marc, Fischer Jochen, Frees Wolfgang, Victor Matthias","","",Solar Monitoring,""
US20060156648A1,0060156648,20060720,20060104,Apparatus for mounting a solar panel or other article to a roof or other structure,"",E04D13/18, San Rafael CA US  Rohnert Park CA US  San Rafael CA US  Windsor CA US ,N/A,"Thompson Daniel, Mullins Monty, Proctor Richard, Zhang Zhan","","",Solar Mounting/Rack,""
US20120090176A1,0120090176,20120419,20091106,TENSIONED MOUNTING OF SOLAR PANELS,"","H01L31/18, B23P11/00", Los Altos Hills CA US  Sunnyvale CA US  San Francisco CA US  Palo Alto CA US ,N/A,"Stancel Robert, Basel Louis, Marsh Steven, Adriani Paul","","",Solar Mounting/Rack,""
US20110265842A1,0110265842,20111103,20110427,METHOD FOR MOUNTING PHOTOVOLTAIC MODULES AND A PHOTOVOLTAIC ARRAY,"","H01L31/042, B23P11/00, H01L31/18", Erfurt DE  Erfurt DE ,N/A,"Bloess Harald, Vogel Marco","","",Solar Mounting/Rack,""
US20120198779A1,0120198779,20120809,20110822,SOLAR PANEL MOUNTING STRUCTURE,"","E04D13/18, H01L31/048", Tokyo JP ,N/A,TACHINO Takashi,"","",Solar Mounting/Rack,""
US20120175964A1,0120175964,20120712,20120111,SERIALLY CONNECTED INVERTERS,"","H02J1/00, H02M7/537", Ramat Gan IL  Ashkelon IL  Petah Tikva IL  Raanana IL ,N/A,"Yoscovich Ilan, Gazit Meir, Glovinsky Tzachi, Galin Yoav","","",Solar Inverter,""
US20120079781A1,0120079781,20120405,20101005,SUPPORT ARRANGEMENT,"",E04D13/18, Freiburg DE ,N/A,Koller Alexander,"","",Solar Mounting/Rack,""
US20090230265A1,0090230265,20090917,20090316,Mounting System for Photovoltaic Panels,"",A47B96/06, Jacksonville FL US  Jacksonville FL US ,N/A,"Newman Michael, Newman Glen","","",Solar Mounting/Rack,""
US20110108089A1,0110108089,20110512,20101110,SOLAR PANEL SYSTEMS AND METHODS OF USE,"","H01L31/042, B23P11/00", Panama City Beach FL US  Roswell GA US  Atlanta GA US  Jupiter FL US ,N/A,"du Boise Sabré Simone, Donahue Denise C., Downey Daniel F., Caputo Robert G.","","",Solar Mounting/Rack,""
US20100142227A1,0100142227,20100610,20061228,PHOTOVOLTAIC POWER CONDITIONING SYSTEM AND METHOD,"",H02M7/00, Changwon KR  Changwon KR  Changwon KR  Busan KR  Changwon KR  Changwon KR  Gimhae KR ,N/A,"Min Byung Duk, Yoo Dong Wook, Bak Ju Won, Kim Tae Jin, Kim Jong Hyun, Ryu Myung Hyo, Lee Jong Pil","","",Solar Inverter,""
US20090014058A1,0090014058,20090115,20070713,ROOFTOP PHOTOVOLTAIC SYSTEMS,"",H01L31/058, Menlo Park CA US  Mountain View CA US  Palo Alto CA US ,N/A,"CROFT Steven, Sanders William, Tarbell Ben","","",Solar Mounting/Rack,""
US20120006768A1,0120006768,20120112,20100709,SOLAR PANEL SUPPORT FRAMES,"","F24J2/52, B65G57/02", Belleville IL US ,N/A,Kellerman Dallas,"","",Solar Mounting/Rack,""
US20100302363A1,0100302363,20101202,20100602,Shade analysis device,"","H04N7/18, H04M1/00, G06F19/00", Surrey CA ,N/A,Mackenzie Simon Andrew,"","",Solar Site Assessment,""
US20110044083A1,0110044083,20110224,20100311,Adaptive Photovoltaic Inverter,"",H02M7/537, Narragansett RI US ,N/A,Thompson Christopher,"","",Solar Inverter,""
US20100332047A1,0100332047,20101230,20090918,SYSTEMS AND METHODS FOR DISTRIBUTED POWER FACTOR CORRECTION AND PHASE BALANCING,"",G06F1/28, Los Gatos CA US  Cupertino CA US ,N/A,"ARDITI Shmuel, HADAR Ron","","",Solar Monitoring,""
US20120234377A1,0120234377,20120920,20110315,Unitized photovoltaic assembly,"","H01L31/048, H01L31/18", Pomona CA US ,N/A,Erickson Richard William,"","",Solar Mounting/Rack,""
US20100156188A1,0100156188,20100624,20090502,"Solar Photovoltaic Power Collection via High Voltage, Direct Current Systems with Conversion and Supply to an Alternating Current Transmission Network","","H02M7/42, H02J3/00", Maple Glen PA US ,N/A,Fishman Oleg S.,"","",Solar Inverter,""
US20100313928A1,0100313928,20101216,20090611,Photovoltaic Array With Array-Roof Integration Member,"","H01L31/042, E04B1/38, E04D13/18", San Jose CA US  Oakland CA US ,N/A,"Rose Douglas H., Lenox Carl","","",Solar Mounting/Rack,""
US20120175486A1,0120175486,20120712,20120111,ADJUSTABLE PANEL MOUNT AND METHOD FOR MAKING THE SAME,"","F16M11/00, B23P11/00, F16M13/00", Brighton IL US ,N/A,Gotter David Wayne,"","",Solar Mounting/Rack,""
US20100108118A1,0100108118,20100506,20091103,Photovoltaic power farm structure and installation,"",H01L31/042, Morgan Hill CA US ,N/A,Luch Daniel,"","",Solar Mounting/Rack,""
US20120097212A1,0120097212,20120426,20101026,TRANSDUCER AND METHOD USING PHOTOVOLTAIC CELLS,"","H01L31/052, H01L31/18, H01L31/042", Lee Vining CA US  June Lake CA US ,N/A,"McCoy, JR. Richard W., McCoy, III Richard W.","","",Solar Mounting/Rack,""
US20080053517A1,0080053517,20080306,20070831,TECHNIQUE FOR ELECTRICALLY BONDING SOLAR MODULES AND MOUNTING ASSEMBLIES,"",H01L31/048, Oakland CA US  San Francisco CA US ,N/A,"Plaisted Joshua Reed, West Brian","","",Solar Mounting/Rack,""
US20100236610A1,0100236610,20100923,20080903,Mounting System for Solar Modules,"","H01L31/048, F16M13/00", Los Altos CA US  Monte Sereno CA US ,N/A,"Stancel Robert, Sivaram Varun","","",Solar Mounting/Rack,""
US20120134186A1,0120134186,20120531,20110217,INVERTER ARRAY WITH LOCALIZED INVERTER CONTROL,"",H02M7/48, Champaign IL US  Champaign IL US  Champaign IL US  Austin TX US ,N/A,"Johnson Brian, Krein Philip, Gray Alexander, Chapman Patick L.","","",Solar Inverter,""
US20120174968A1,0120174968,20120712,20100825,SOLAR MODULE ATTACHMENT DEVICE AND MOUNTING METHOD,"","H01L31/048, H01L31/18", Munchen DE  Aachen DE  Th Gorssel NL ,N/A,"Karg Franz, Kuster Hans-Werner, Van Der Burgt Jaap","","",Solar Mounting/Rack,""
US20070235071A1,0070235071,20071011,20060406,ADAPTIVE SOLAR POWERED SYSTEM,"",H02N6/00, Victoria CA  Okotoks CA  Victoria CA ,N/A,"Work Jason, Wyper Neil, Lightbody Simon","","",Solar Inverter,""
US20060250783A1,0060250783,20061109,20060407,Inverter operation modes,"",B60Q1/12, Bend OR US  Bend OR US ,N/A,"Taylor Bill, Hoffman Brian","","",Solar Inverter,""
US20120127764A1,0120127764,20120524,20110304,Power Systems for Photovoltaic and DC Input Sources,"",H02M5/458, Pasig City PH  Pasig City PH ,N/A,"Phadke Vijay G., Sigamani James","","",Solar Inverter,""
US20110025368A1,0110025368,20110203,20100728,POWER SOURCE DEVICE AND IMAGE FORMING APPARATUS HAVING THE SAME,"","G01R31/40, G03G15/00", Tokyo JP ,N/A,TSUCHIYA Satoru,"","",Solar Monitoring,""
US20110049322A1,0110049322,20110303,20090827,Novel Design For Mounting Assembly For Photovoltaic Arrays,"","F16M13/00, B23P11/00", Carlsbad CA US  Temecula CA US  Riverside IL US ,N/A,"Pham William, Goldin Andrew B., Parslow Mark A.","","",Solar Mounting/Rack,""
US20050139259A1,0050139259,20050630,20031230,Transformerless power conversion in an inverter for a photovoltaic system,"",/, Burnt Hills NY US  Schenectady NY US ,N/A,"Steigerwald Robert, Rooij Michael","","",Solar Inverter,""
US20130091786A1,0130091786,20130418,20111014,PHOTOVOLTAIC PANEL FASTENING SYSTEM,"","E04D13/18, F24J2/52", Berkeley CA US  San Francisco CA US ,N/A,"DuPont Luc, Cheung Brian C.","","",Solar Mounting/Rack,""
US20120158362A1,0120158362,20120621,20110908,REMOTE ANGLE MAPPING PROCESS FOR A CPV ARRAY,"",G06F15/00, American Canyon CA US  San Jose CA US  San Francisco CA US ,N/A,"Vandevelde Roeland, Xie Qiang, Langlois Louis F.","","",Solar Mounting/Rack,""
US20120033473A1,0120033473,20120209,20110712,SYSTEMS AND METHODS FOR ELECTRICAL POWER GRID MONITORING USING LOOSELY SYNCHRONIZED PHASORS,"","H02M7/537, G01R27/28", Redmond OR US ,N/A,Scharf Mesa P.,"","",Solar Inverter,""
US20130026308A1,0130026308,20130131,20110725,MOUNTING BRACKET MEANS FOR SOLAR ARRAYS AND THE LIKE,"","H01L23/12, F16M11/10, F16M11/04", Cedar City UT US  Cedar City UT US ,N/A,"Walquist Steven D., Holmes Sterling C.","","",Solar Mounting/Rack,""
US20120000508A1,0120000508,20120105,20110628,THERMAL DEVICE AND PHOTOVOLTAIC MODULE HAVING THE SAME,"","H01L31/052, H05K7/20", Hong Kong HK ,N/A,YIP Chui-Ling,"","",Solar Mounting/Rack,""
US20060250828A1,0060250828,20061109,20060407,Inverter power electronics design,"","H02M7/48, H02B7/00", Bend OR US ,N/A,Taylor Bill,"","",Solar Inverter,""
US20050161074A1,0050161074,20050728,20041214,Photovoltaic module mounting unit and system,"",/, Frederick MD US  Woodbine MD US ,N/A,"Garvison Paul, Warfield Donald","","",Solar Mounting/Rack,""
US20120053867A1,0120053867,20120301,20110824,SYSTEM AND METHODS FOR HIGH-PRECISION STRING-LEVEL MEASUREMENT OF PHOTOVOLTAIC ARRAY PERFORMANCE,"","G01R31/26, G06F19/00", Austin TX US  Austin TX US  Austin TX US ,N/A,"Dunn Lawrence, Gostein Michael, Stueve William","","",Solar Monitoring,""
US20120026631A1,0120026631,20120202,20110309,PHOTOVOLTAIC ARRAY GROUND FAULT DETECTION IN AN UNGROUNDED SOLAR ELECTRIC POWER GENERATING SYSTEM AND TECHNIQUES TO TRANSITION ONTO AND OFF THE UTILITY GRID,"",H02H3/00, SAN FRANCISCO CA US  DOVER MA US ,N/A,"KAZEMI HOSSEIN, SELCHAU-HANSEN VIGGO","","",Solar Inverter,""
US20120318757A1,0120318757,20121220,20120119,SYSTEM FOR MOUNTING A PHOTOVOLTAIC MODULE TO A SURFACE,"",F24J2/52, Albuquerque NM US ,N/A,LIEBENDORFER John E.,"","",Solar Mounting/Rack,""
US20080302408A1,0080302408,20081211,20080605,METHOD OF MANUFACTURING AN INTEGRATED SOLAR ROOFING TILE,"",H01L31/042, Philadelphia PA US  Philadelphia PA US  Philadelphia PA US  Philadelphia PA US  New Hope PA US  Collegeville PA US  Philadelphia PA US ,N/A,"Bressler Peter, Galewyrick Seth, Siahaan Edward, Feinstein Abby Nessa, Wachob David, Low Martin, Albert Jonathan D.","","",Solar Mounting/Rack,""
US20120281441A1,0120281441,20121108,20110921,CIRCUIT FOR CONVERTING A DIRECT CURRENT VOLTAGE TO AN ALTERNATING CURRENT VOLTAGE,"",H02J3/36, Taipei City TW  Hsinchu County TW  Kaohsiung City TW  Taipei City TW ,N/A,"Liu Yung-Hsiang, Chu Kuo-Hsin, Wang Yu-Kai, Niu Yuan-Chao","","",Solar Inverter,""
US20130077366A1,0130077366,20130328,20111021,SOLAR ENERGY GENERATION SYSTEM TRACKING ADAPTIVE MAXIMUM POWER POINT AND ITS METHOD,"",H02M7/44, Gyeonggi-do KR  Seoul KR  Seoul KR ,N/A,"KIM Kyoung Hwan, Bae Young Sang, Oh Seong Jin","","",Solar Inverter,""
US20100314509A1,0100314509,20101216,20100616,SOLAR ARRAY SUPPORT METHODS AND SYSTEMS,"",F16M11/04, Carbondale CO US ,N/A,CONGER Steven J.,"","",Solar Mounting/Rack,""
US20120047386A1,0120047386,20120223,20100325,CONTROL APPARATUS AND CONTROL METHOD,"",G06F11/30, Osaka JP ,N/A,Matsui Ryoji,"","",Solar Monitoring,""
US20130039610A1,0130039610,20130214,20120810,SOLAR TRACKING BEARING AND SOLAR TRACKING SYSTEM EMPLOYING SAME,"",F16C35/02, Los Angeles CA US  Altadena CA US  Gabriel CA US ,N/A,"Schneider Matthew, Labrosse Jean - Paul, Lamb Jeffrey","","",Solar Mounting/Rack,""
US20120212066A1,0120212066,20120823,20120326,"Safety Mechanisms, Wake Up and Shutdown Methods in Distributed Power Installations","",H02J1/00, Raanana IL  Bitan Aharon IL  Givataim IL  Raanana IL  Tel Aviv IL  Ashkelon IL  Haifa IL  Holon IL ,N/A,"Adest Meir, Sella Guy, Handelsman Lior, Galin Yoav, Fishelov Amir, Gazit Meir, Binder Yaron, Radimov Nikolay","","",Solar Inverter,""
US20070221266A1,0070221266,20070927,20070227,Solar roof tile,"",H02N6/00, Bath GB  US  US ,N/A,"Davies Dan, Berry Martyn, Kenyon Ian","","",Solar Mounting/Rack,""
US20130019925A1,0130019925,20130124,20120719,Installation System for Photovoltaic Modules,"","H01L31/048, H01L31/18", San Jose CA US  San Jose CA US ,N/A,"Britcher Eric Bramwell, Moore Jeffrey Allen","","",Solar Mounting/Rack,""
US20100241375A1,0100241375,20100923,20100323,"SMART DEVICE FOR ENABLING REAL-TIME MONITORING, MEASURING, MANAGING AND REPORTING OF ENERGY  BY SOLAR PANELS AND METHOD THEREFORE","","G01R21/133, G06F19/00", North Las Vegas NV US  San Diego CA US  Cordova TN US ,N/A,"Kumar Sudesh, Patel PramodKumar Maganlal, Bhana DilipKumar Khana","","",Solar Monitoring,""
US20120243416A1,0120243416,20120927,20110323,APPARATUS AND METHOD FOR DATA COMMUNICATION IN AN ENERGY DISTRIBUTION NETWORK,"","H04L12/26, G06F17/00", Campbell CA US  San Carlos CA US  San Francisco CA US  Campbell CA US ,N/A,"Hussain Mohsin, LaPorte Brock, Uebel Udo, Zia Aftab","","",Solar Monitoring,""
US20100300509A1,0100300509,20101202,20100526,Solar photovoltaic modules with integral wireless telemetry,"","H01L31/042, G01R19/00", Orinda CA US  Concord CA US ,N/A,"Raymond Douglas William, Stofer Gary","","",Solar Monitoring,""
US20100307991A1,0100307991,20101209,20100604,PHOTOVOLTAIC MODULE GROUND MOUNT,"","A47B96/00, F16M13/00, F16M11/04, B23P11/00", Mendham NJ US  Brick NJ US  Peoria AZ US ,N/A,"Belikoff Michael A., Hartelius John, Mahn Chris","","",Solar Mounting/Rack,""
US20100139645A1,0100139645,20100610,20091125,Balanced support and solar tracking system for panels of photovoltaic cells,"",F24J2/38, Cedar City UT US  Cedar City UT US  Cedar City UT US  Cedar City UT US ,N/A,"Whipple Gerald, Willsey Tom, Murphy Spencer, Holmes Sterling","","",Solar Mounting/Rack,""
US20120268233A1,0120268233,20121025,20120629,SWITCHGEAR UNIT FOR SWITCHING HIGH DC VOLTAGES,"",H01H85/02, NUERNBERG DE  ROETHENBACH DE  HILPOLTSTEIN DE  BERG DE ,N/A,"WEBER WALDEMAR, WERNER KLAUS, HARRER HUBERT, SCHMIDT WOLFGANG","","",Solar Inverter,""
US20070266672A1,0070266672,20071122,20070518,Solar panel roof mounting system,"",E04B1/00, London GB  Bath GB  Auckland NZ  Waterlooville GB ,N/A,"Bateman Lachlan Samuel, Davies Daniel Gower, Brazier Shay Donald, Berry Martyn John Charles","","",Solar Mounting/Rack,""
US20120210660A1,0120210660,20120823,20111214,Roofing Product with Integrated Photovoltaic Elements and Flashing System,"","E04D13/18, E04D13/04, E04D13/00", Limerick PA US  Phoenixville PA US  Lansdale PA US  Swarthmore PA US  Wichita KS US  McPherson KS US  Oreland PA US  Wayne PA US ,N/A,"Livsey Robert D., Gombarick, JR. Joseph C., Chihlas Peter, Kalkanoglu Husnu M., Blackburn Michael E., Steffes Stephen W., Jacobs Gregory F., Noone Michael J.","","",Solar Mounting/Rack,""
US20090205703A1,0090205703,20090820,20090210,APPARATUS AND METHOD OF MOUNTING AND SUPPORTING A SOLAR PANEL,"","H01L31/048, F24J2/52, H01L31/18, B23P15/26", Antioch CA US  Castro Valley CA US  Austin TX US  Westlake Village CA US  Manchaca CA US  Round Rock TX US  South San Francisco CA US ,N/A,"Umotoy Salvador P., Sullivan Jeffrey S., Brennan Mike, Gay Charles, Costuros Theodossios V., Williams Gary D., Gomez Oscar","","",Solar Mounting/Rack,""
US20130020267A1,0130020267,20130124,20120803,RACK ASSEMBLY FOR MOUNTING SOLAR MODULES,"",F24J2/52, Oakland CA US  San Francisco CA US ,N/A,"Plaisted Joshua Reed, West Brian","","",Solar Mounting/Rack,""
US20120325761A1,0120325761,20121227,20091202,"MOUNTING SYSTEM FOR SOLAR PANELS, AND MOUNTING RAIL AND ANCHORING DEVICE THEREFOR","",F24J2/52, Bernau bei Berlin DE  Berlin DE  Berlin DE  Berlin DE ,N/A,"Kübsch Michael, Zschoch Stefan, Wenzlaff Jan, Radischat Uwe","","",Solar Mounting/Rack,""
US20110088741A1,0110088741,20110421,20100610,Solar Photovoltaic Module Safety Shutdown System,"","H01L31/042, H01R13/46, H03K17/687", Phoenix AZ US  Scottsdale AZ US ,N/A,"Dunton Randy Richard, Sutton Geoffrey Nicholas Barnard","","",Solar Inverter,""
US20080084178A1,0080084178,20080410,20070618,SOLAR POWER SUPPLY WITH MONITORING AND COMMUNICATIONS,"","H02J7/35, H01L31/055, H01M10/44, H02J7/00", San Mateo CA US  San Mateo CA US ,N/A,"Dowd Raymond, Linser Laura","","",Solar Monitoring,""
US20110232714A1,0110232714,20110929,20100323,"POWER CONVERSION SYSTEM AND METHOD PROVIDING MAXIMUM EFFICIENCY OF POWER CONVERSION FOR A PHOTOVOLTAIC SYSTEM, AND PHOTOVOLTAIC SYSTEM EMPLOYING A PHOTOVOLTAIC ARRAY AND AN ENERGY STORAGE DEVICE","","H01L31/042, H02J3/00", Germantown WI US  Brookfield WI US  Vienna VA US ,N/A,"BHAVARAJU VIJAY, Peplinski Richard P., Prasai Anish","","",Solar Inverter,""
US20120242152A1,0120242152,20120927,20120322,METHOD FOR SEARCHING GLOBAL MAXIMUM POWER POINT,"",H02J1/00, Baden CH  Fislisbach CH  Wettingen CH  Zurich CH  Baden CH ,N/A,"ESCOBAR Gerardo, Ho Ngai-Man, Pettersson Sami, Serpa Leonardo-Augusto, Coccia Antonio","","",Solar Inverter,""
US20110222327A1,0110222327,20110915,20100311,Photovoltaic Inverter Power System,"",H02M7/515, Narragansett RI US ,N/A,Thompson Christopher,"","",Solar Inverter,""
US20100313501A1,0100313501,20101216,20100709,Roof mounting bracket for photovoltaic power generation system,"","E04D13/18, E04D13/04", Grass Valley CA US ,N/A,Gangemi Ronald J.,"","",Solar Mounting/Rack,""
US20120243279A1,0120243279,20120927,20120509,Buck Converter and Inverter Comprising the same,"","H02M7/537, G05F3/08", Kassel DE  Kassel DE  Kassel DE  Kassel DE  Kassel DE ,N/A,"Zacharias Peter, Sahan Benjamin, Vasconcelos Araujo Samuel, Kanzanbas Mehmed, Falk Andreas","","",Solar Inverter,""
US20110198935A1,0110198935,20110818,20110215,INVERTER FOR A THREE-PHASE AC PHOTOVOLTAIC SYSTEM,"",H02J1/12, LOS GATOS CA US  SAN FRANCISCO CA US  LOS ALTOS CA US ,N/A,"HINMAN BRIAN, KAZEMI HOSSEIN, MILLER WAYNE","","",Solar Inverter,""
US20100032002A1,0100032002,20100211,20091019,DEVICE SYSTEM AND METHOD FOR COUPLING MULTIPLE PHOTOVOLTAIC ARRAYS,"",H01L31/042, Fort Collins CO US  Fort Collins CO US ,N/A,"Seymour Eric, Gilmore Jack Arthur","","",Solar Monitoring,""
US20090231890A1,0090231890,20090917,20080311,Boost converter input ripple current reduction circuit,"","H02M1/12, H02M7/02", Rotterdam NY US  Burnt Hills NY US  Niskayuna NY US  Ganesvoort NY US  Schenectady NY US ,N/A,"Schutten Michael Joseph, Steigerwald Robert Louis, Glaser John Stanley, Sabate Juan Antonio, de Rooij Michael Andrew","","",Solar Inverter,""
US20090293861A1,0090293861,20091203,20081121,SOLAR TRACKER SYSTEM AND METHOD OF MAKING,"",F24J2/38, Bend OR US  Redmond OR US ,N/A,"Taylor William F., Castino Jay J.","","",Solar Mounting/Rack,""
US20120033466A1,0120033466,20120209,20110613,PARTIAL POWER MICRO-CONVERTER ARCHITECTURE,"",H02J1/10, San Carlos CA US ,N/A,Moussaoui Zaki,"","",Solar Inverter,""
US20130027020A1,0130027020,20130131,20120822,METHOD FOR DETERMINING A MAXIMUM POWER POINT OF PHOTOVOLTAIC GENERATORS,"",G01R21/00, Goettingen DE  Kassel DE  Espenau DE ,N/A,"Klein Jens, Bettenwort Gerd, Hopf Markus","","",Solar Inverter,""
US20130086852A1,0130086852,20130411,20121005,NEXT GENERATION PHOTOVOLTAIC SOLAR PANEL PIGGYBACK MOUNTING SYSTEM,"",E04D13/18, Santa Rosa CA US ,N/A,Tweedie Richard,"","",Solar Mounting/Rack,""
US20120279747A1,0120279747,20121108,20120502,Junction Box for Snap Together Electrical Connections to Photovoltaic Panels,"","H01R13/46, H01R43/048, H01R43/28", Beit Aharon IL  Rishon LeZion JM ,N/A,"Sella Guy, Kupershmidt Leon","","",Solar Mounting/Rack,""
US20110004357A1,0110004357,20110106,20090625,SYSTEM AND METHOD FOR SINGLE PLUG-IN INSTALLATION OF A HIGH VOLTAGE INTELLIGENT RENEWABLE ENERGY GRID-TIED CONTROLLER WITH WIRELESS SMART LOAD MANAGEMENT,"","G05D7/00, H05K5/00, H05K7/20", Minnetonka MN US ,N/A,Mathiowetz Michael,"","",Solar Monitoring,""
US20110155209A1,0110155209,20110630,20090828,Thin film solar cell and photovoltaic string assembly,"","H01L31/0224, H01L31/05", Berlin DE  Berlin DE  Wiesenau DE  Frankfurt (Oder) DE  Langewahl DE  Frankfurt (Oder) DE  Frankfurt (Oder) DE ,N/A,"Tober Olaf, Winkler Michael, Koschack Thomas, Penndorf Jürgen, Levermann Bastian, Brauer Wolfgang, Lang Gerd","","",Solar Mounting/Rack,""
US20110221602A1,0110221602,20110915,20101116,SYSTEMS AND METHODS FOR STRAY VOLTAGE DETECTION,"",G08B21/00, Needham MA US  Franklin MA US  Braintree MA US ,N/A,"Gelbien Lawrence J., Schweiger Werner J., Andreas Philip B.","","",Solar Mounting/Rack,""
US20100057267A1,0100057267,20100304,20080827,System and method for controlling ramp rate of solar photovoltaic system,"","H02J3/46, H01L31/042", Ballston lake NY US  Niskayuna NY US  Niskayuna NY US ,N/A,"Liu Yan, Garces Luis Jose, Bose Sumit","","",Solar Monitoring,""
US20120167953A1,0120167953,20120705,20100909,SOLAR ENERGY COLLECTOR WITH COMPREHENSIVE EFFECTS,"","H01L31/058, F24J2/04", Suzhou City CN ,N/A,Qu Lei,"","",Solar Mounting/Rack,""
US20130088252A1,0130088252,20130411,20121115,METHOD FOR DIAGNOSIS OF CONTACTS OF A PHOTOVOLTAIC SYSTEM AND APPARATUS,"",G01R31/26, Niestetal DE ,N/A,SMA Solar Technology AG ,"","",Solar Monitoring,""
US20110197946A1,0110197946,20110818,20110217,Lightning Protection for Power Inverters,"","H01L31/042, H02H3/08", Kassel DE  Kassel DE ,N/A,"Falk Andreas, Schulze Gerold","","",Solar Inverter,""
US20080257402A1,0080257402,20081023,20061023,Solar Power System with a Number of Photovoltaic Modules,"",H01L31/042, Dusseldorf DE  Lutherstadt Wittenberg DE  Landsberg DE  Erbshausen DE ,N/A,"Kamp Michael Viktor, Rewig Thomas, Diefenbach Karl Heinz, Tibitanzl Johannes","","",Solar Mounting/Rack,""
US20120043818A1,0120043818,20120223,20110817,Switching Circuits For Extracting Power From An Electric Power Source And Associated Methods,"","H02J1/00, G05F1/10", St. Helena CA US  Danville CA US  Palo Alto CA US  Castro Valley CA US  Oakland CA US  San Jose CA US  Oakland CA US  Berkeley CA US  Pleasanton CA US ,N/A,"Stratakos Anthony J., McJimsey Michael D., Jergovic Ilija, Ikriannikov Alexandr, Der Minassians Artin, Yao Kaiwei, Lidsky David B., Zuniga Marco A., Borisavljevic Ana","","",Solar Mounting/Rack,""
US20110068817A1,0110068817,20110324,20090525,SOLAR CELL OUTPUT CHARACTERISTIC EVALUATION APPARATUS AND SOLAR CELL OUTPUT CHARACTERISTIC EVALUATION METHOD,"","G01R31/26, H01L31/02", Tokyo JP  Tokyo JP  Tokyo JP  Tokyo JP ,N/A,"Hashimoto Toru, Togawa Yoshimasa, Ito Tomoaki, Nakanishi Yuji","","",Solar Monitoring,""
US20120227788A1,0120227788,20120913,20110309,Low cost sun tracking pole mount for solar panels,"",H01L31/052, Frederick MD US  Millersville MD US  New Windsor MD US ,N/A,"Lundahl Robert D., Cutlip Robert Wesley, Finch William","","",Solar Mounting/Rack,""
US20120097816A1,0120097816,20120426,20111020,Combination mounting and grounding clip,"","F16M13/00, B23P11/00, F16B2/20", Lafayette CO US  Lafayette CO US  Lafayette CO US ,N/A,"Tamm Don N., Schaefer Richard F., Kreutzman David","","",Solar Mounting/Rack,""
US20100071952A1,0100071952,20100325,20090922,Electrical Raceway for Building Integrated Solar PV System,"",H02G3/08, Alameda CA US ,N/A,Brescia Joe,"","",Solar Mounting/Rack,""
US20110282502A1,0110282502,20111117,20110516,SYSTEM AND METHOD OF DETERMINING MAXIMUM POWER POINT TRACKING FOR A SOLAR POWER INVERTER,"",G06F1/26, Bend OR US  Bend OR US  Bend OR US ,N/A,"Fife John M., Mills-Price Michael A., Hummel Steven G.","","",Solar Inverter,""
