pat_id, title, USPA#, date
pat1_1060, Automatic liquid level indicator and alarm system, 4459584, July 10  1984, 
pat1_1061, Solar heating device, 4458671, July 10  1984, 
pat1_1062, Modular solar concentrator, 4457297, July 3  1984, 
pat1_1063, Tricycle, 4456277, June 26  1984, 
pat1_1064, Solar heat collecting panel assembly and method for covering structures, 4454863, June 19  1984, 
pat1_1065, Solar energy concentrator system, 4454371, June 12  1984, 
pat1_1066, Collapsible mobile solar energy power source, 4452234, June 5  1984, 
pat1_1067, Integral solar water heaters, 4452231, June 5  1984, 
pat1_1068, Three-terminal ternary III-V multicolor solar cells and process of fabrication, 4451691, May 29  1984, 
pat1_1069, Thermally powered  gravitationally assisted heat transfer systems, 4450690, May 29  1984, 
pat1_106, Joining method for preparing an inverted metamorphic multijunction solar cell, 8236600, August 7  2012, 
pat1_1070, Device for heating absorbent surfaces within an enclosed space with solar thermal radiation, 4448187, May 15  1984, 
pat1_1071, Solar oven, 4446854, May 8  1984, 
pat1_1072, Solar collector panel, 4446853, May 8  1984, 
pat1_1073, Movable thermal barrier for solar heated building, 4443978, April 24  1984, 
pat1_1074, Solar heat collector, 4442827, April 17  1984, 
pat1_1075, Integrated window and thermal shutter assembly, 4435919, March 13  1984, 
pat1_1076, Solar powered reactor, 4434787, March 6  1984, 
pat1_1077, Solar collector having resilient and adjustable mounting means, 4433674, February 28  1984, 
pat1_1078, Solar energy modulator, 4433672, February 28  1984, 
pat1_1079, Multiple fluid medium system, 4433557, February 28  1984, 
pat1_107, Solar installation including at least one solar module having a spring-loaded mounting of the cover plate, 8234825, August 7  2012, 
pat1_1080, Inflatable solar collector, 4432342, February 21  1984, 
pat1_1081, Solar collector unit for roof or wall mounting, 4426998, January 24  1984, 
pat1_1082, Tracking system for solar collectors, 4425904, January 17  1984, 
pat1_1083, Pneumatic drive for solar concentrators, 4424802, January 10  1984, 
pat1_1084, Shielded fluorescent signs, 4424449, January 3  1984, 
pat1_1085, Solar furnace apparatus, 4422446, December 27  1983, 
pat1_1086, Collapsible mobile solar energy power source, 4421943, December 20  1983, 
pat1_1087, Thermosyphon heat pipe hot water appliance, 4421100, December 20  1983, 
pat1_1088, High ratio solar energy linear type concentrating collector, 4416263, November 22  1983, 
pat1_1089, Automatic gate opener, 4416085, November 22  1983, 
pat1_108, Strut runner member and assembly using same for mounting arrays on rooftops and other structures, 8234821, August 7  2012, 
pat1_1090, Solar power satellite, 4415759, November 15  1983, 
pat1_1091, Hot air solar engine, 4414812, November 15  1983, 
pat1_1092, Solar collector, 4413618, November 8  1983, 
pat1_1093, Solar collector module, 4413617, November 8  1983, 
pat1_1094, Sun tracking device, 4413423, November 8  1983, 
pat1_1095, Heat exchange assembly for swimming pool, 4406278, September 27  1983, 
pat1_1096, Ternary III-V multicolor solar cells and process of fabrication, 4404421, September 13  1983, 
pat1_1097, Modular solar heating system, 4403600, September 13  1983, 
pat1_1098, Solar and standby fireplace system, 4401106, August 30  1983, 
pat1_1099, Thermal gain sensor, 4401104, August 30  1983, 
pat1_109, Roofing system and method, 8225557, July 24  2012, 
pat1_10, Solar energy collection systems and methods, 8508082, August 13  2013, 
pat1_1100, Self-clamping hinge for solar collector frames and the like, 4400847, August 30  1983, 
pat1_1101, Solar mirror having contiguous reflecting panels mounted on a movable frame, 4398802, August 16  1983, 
pat1_1102, Heat exchanger for concentrating solar collectors and method for making the heat exchanger, 4397303, August 9  1983, 
pat1_1103, Solar heating system, RE31321, July 26  1983, 
pat1_1104, Energy generation system, 4394814, July 26  1983, 
pat1_1105, Apparatus for the utilization of solar energy, 4393861, July 19  1983, 
pat1_1106, Solar cell activation system, 4392006, July 5  1983, 
pat1_1107, Solar energy collecting apparatus and roll-formed metal building, 4390010, June 28  1983, 
pat1_1108, Solar boiler, 4390009, June 28  1983, 
pat1_1109, Power generating system, 4388533, June 14  1983, 
pat1_110, Rack mounted portable pressurized solar shower, 8225436, July 24  2012, 
pat1_1110, Multi-mode solar heat recovery device, 4387704, June 14  1983, 
pat1_1111, Solar heating device, 4387703, June 14  1983, 
pat1_1112, Laser beam imperfection detection for plastic film rolls, 4386707, June 7  1983, 
pat1_1113, Solar collector, 4385624, May 31  1983, 
pat1_1114, Solar powered lighting system, 4384317, May 17  1983, 
pat1_1115, Apparatus for the independent rotation of an aggregate about two axes which are positioned perpendicularly to one another, 4383520, May 17  1983, 
pat1_1116, All season window, 4380994, April 26  1983, 
pat1_1117, Expandable panel and truss system/antenna/solar panel, 4380013, April 12  1983, 
pat1_1118, Bulb mounting of solar cell, 4379324, April 5  1983, 
pat1_1119, Solar heated alcohol still, 4377441, March 22  1983, 
pat1_111, Mobile asset tracking system and method, 8223009, July 17  2012, 
pat1_1120, Light powered mobile, 4376347, March 15  1983, 
pat1_1121, Process and system for anaerobic treatment of waste, 4372856, February 8  1983, 
pat1_1122, Adjustable mounting rack for solar collectors, 4371139, February 1  1983, 
pat1_1123, Natural energy extractor, 4369629, January 25  1983, 
pat1_1124, Photoluminescent powered calculator, 4369498, January 18  1983, 
pat1_1125, Solar tracking apparatus and system, 4368962, January 18  1983, 
pat1_1126, Solar hot water heater, 4367726, January 11  1983, 
pat1_1127, Apparatus for collecting solar energy at high altitudes and on floating structures, 4364532, December 21  1982, 
pat1_1128, Concentric solar collector, 4361136, November 30  1982, 
pat1_1129, Light energy concentrating device, 4359041, November 16  1982, 
pat1_112, Buss bar strip, 8222523, July 17  2012, 
pat1_1130, Illuminated solar energy collector, 4355628, October 26  1982, 
pat1_1131, Solar collection system, 4354484, October 19  1982, 
pat1_1132, Solar collector units with mounting frame, 4353356, October 12  1982, 
pat1_1133, Means for tracking the sun, 4352350, October 5  1982, 
pat1_1134, Method for depositing an oxide coating, 4350574, September 21  1982, 
pat1_1135, Solar energy collector for mounting over windows of buildings for space heating thereof, D266105, September 7  1982, 
pat1_1136, Solar heating system, 4347836, September 7  1982, 
pat1_1137, All season window, 4347835, September 7  1982, 
pat1_1138, Solar energy collector means and method of assembling the same, 4345587, August 24  1982, 
pat1_1139, Solar collector assembly, 4343294, August 10  1982, 
pat1_113, Privacy light, 8220951, July 17  2012, 
pat1_1140, Solar energy collector sub-assemblies and combinations thereof, 4341200, July 27  1982, 
pat1_1141, Solar pond power plant, 4339626, July 13  1982, 
pat1_1142, Combined solar heating and passive cooling apparatus, 4338991, July 13  1982, 
pat1_1143, Solar collector, 4335708, June 22  1982, 
pat1_1144, Solar energy collector and energy storage cell, 4335707, June 22  1982, 
pat1_1145, Solar energy system, 4334521, June 15  1982, 
pat1_1146, Method of fabricating a solar array, 4334354, June 15  1982, 
pat1_1147, Central receiver solar collector using mechanically linked mirrors, RE30960, June 8  1982, 
pat1_1148, Apparatus for manifolding multiple passage solar panel, 4333789, June 8  1982, 
pat1_1149, Solar energy system and heat engine therefor, 4333314, June 8  1982, 
pat1_114, Automatic camera calibration using GPS and solar tracking, 8212874, July 3  2012, 
pat1_1150, Energy saving electrically actuated barrier gate control means operable from solar energy, 4333268, June 8  1982, 
pat1_1151, Method of making a solar panel, 4331492, May 25  1982, 
pat1_1152, Solar tracking mechanism, 4328417, May 4  1982, 
pat1_1153, Sun-sensing guidance system for high-altitude aircraft, 4326685, April 27  1982, 
pat1_1154, Solar energy collector system, 4324947, April 13  1982, 
pat1_1155, Solar collector and heat and cold generator, 4324229, April 13  1982, 
pat1_1156, Solar tracking device, 4324225, April 13  1982, 
pat1_1157, Servo-controlled solar tracking apparatus, 4321909, March 30  1982, 
pat1_1158, Solar tracking system, 4320288, March 16  1982, 
pat1_1159, Roofing shingle assembly having solar capabilities, 4319437, March 16  1982, 
pat1_115, Solar LED indicator for road railings, 8210719, July 3  2012, 
pat1_1160, Solar energy concentrator, 4318394, March 9  1982, 
pat1_1161, Central focus solar energy system, 4317031, February 23  1982, 
pat1_1162, Method and apparatus for improving heat transfer, 4316434, February 23  1982, 
pat1_1163, Focus improver and solar energy collector, 4312329, January 26  1982, 
pat1_1164, Solar energy tracking and collector apparatus, 4312327, January 26  1982, 
pat1_1165, Amusement device, 4310987, January 19  1982, 
pat1_1166, Tethered airfoil wind energy conversion system, 4309006, January 5  1982, 
pat1_1167, Solar energy collecting apparatus and methods, 4308858, January 5  1982, 
pat1_1168, Solar control system, 4307942, December 29  1981, 
pat1_1169, Solar energy system and solar powered tracking apparatus therefor, 4305380, December 15  1981, 
pat1_116, Assembly for reducing ice damming on roof, 8209926, July 3  2012, 
pat1_1170, Solar energy collector, 4304955, December 8  1981, 
pat1_1171, Solar tracking device, 4304221, December 8  1981, 
pat1_1172, Solar collector, 4304220, December 8  1981, 
pat1_1173, Solar energy collector, 4304218, December 8  1981, 
pat1_1174, Swimming pool solar heater, 4303057, December 1  1981, 
pat1_1175, Refrigeration and heating system, 4302949, December 1  1981, 
pat1_1176, Camera for recording solar access to a site, 4302088, November 24  1981, 
pat1_1177, Method for manifolding multiple passage solar panel, 4300971, November 17  1981, 
pat1_1178, Solar panel mount, 4300537, November 17  1981, 
pat1_1179, Solar hot water collector, 4300535, November 17  1981, 
pat1_117, Portable power generating unit, 8203237, June 19  2012, 
pat1_1180, Integrated solar roof system and method of producing same, 4299202, November 10  1981, 
